date,cost_of_sales,selling_price,net_profit,project_name,project_category,project_status
2011-04-14,2160.68,2760.22,599.54,Proj1,Category1,In - Progress
2011-04-15,2020.01,2764.65,744.64,Proj8,Category3,Completed
2011-04-18,2037.9,2735.38,697.48,Proj7,Category3,On - hold
2011-04-19,1991.61,2744.97,753.36,Proj4,Category2,In - Progress
2011-04-20,4996.425,4764.267,803.94,Proj9,Category3,Completed
2011-04-21,2251.87,2820.16,568.29,Proj4,Category2,In - Progress
2011-04-25,2151.55,2825.88,674.33,Proj1,Category1,In - Progress
2011-04-26,2111.58,2847.54,735.96,Proj7,Category3,On - hold
2011-04-27,5488.674999999999,4878.796,674.41,Proj9,Category3,Completed
2011-04-28,2126.73,2872.53,745.8,Proj7,Category3,On - hold
2011-04-29,4056.48,3448.248,619.94,Proj5,Category2,On - hold
2011-05-02,2066.91,2864.08,797.17,Proj3,Category1,In - Progress
2011-05-03,2086.64,2841.62,754.98,Proj1,Category1,In - Progress
2011-05-04,5147.174999999999,4807.991,769.36,Proj9,Category3,Completed
2011-05-05,3774.7799999999997,3377.6639999999998,717.62,Proj5,Category2,On - hold
2011-05-06,2225.84,2827.56,601.72,Proj7,Category3,On - hold
2011-05-09,2156.62,2843.25,686.63,Proj3,Category1,In - Progress
2011-05-10,2383.54,2871.89,488.35,Proj6,Category2,On - hold
2011-05-11,2079.35,2845.06,765.71,Proj1,Category1,In - Progress
2011-05-12,2125.34,2863.04,737.7,Proj3,Category1,In - Progress
2011-05-13,3873.366,3394.1639999999998,676.6,Proj5,Category2,On - hold
2011-05-16,2037.09,2782.31,745.22,Proj2,Category1,In - Progress
2011-05-17,2066.04,2783.21,717.17,Proj3,Category1,In - Progress
2011-05-18,2333.09,2815.0,481.91,Proj1,Category1,In - Progress
2011-05-19,2054.19,2823.31,769.12,Proj1,Category1,In - Progress
2011-05-20,2112.4,2803.32,690.92,Proj8,Category3,Completed
2011-05-23,2040.32,2758.9,718.58,Proj2,Category1,In - Progress
2011-05-24,2004.53,2746.16,741.63,Proj4,Category2,In - Progress
2011-05-25,2012.92,2761.38,748.46,Proj1,Category1,In - Progress
2011-05-26,1926.99,2782.92,855.93,Proj4,Category2,In - Progress
2011-05-27,1863.74,2796.86,933.12,Proj6,Category2,On - hold
2011-05-31,2138.72,2835.3,696.58,Proj2,Category1,In - Progress
2011-06-01,2119.56,2769.19,649.63,Proj1,Category1,In - Progress
2011-06-02,2171.88,2773.31,601.43,Proj7,Category3,On - hold
2011-06-03,2111.96,2732.78,620.82,Proj1,Category1,In - Progress
2011-06-06,2003.67,2702.56,698.89,Proj1,Category1,In - Progress
2011-06-07,2245.66,2701.56,455.9,Proj4,Category2,In - Progress
2011-06-08,1976.44,2675.38,698.94,Proj2,Category1,In - Progress
2011-06-09,2101.76,2684.87,583.11,Proj4,Category2,In - Progress
2011-06-10,2107.17,2643.73,536.56,Proj8,Category3,Completed
2011-06-13,1924.9,2639.69,714.79,Proj3,Category1,In - Progress
2011-06-14,2035.9,2678.72,642.82,Proj3,Category1,In - Progress
2011-06-15,1988.31,2631.46,643.15,Proj6,Category2,On - hold
2011-06-16,3582.144,3148.4399999999996,633.62,Proj5,Category2,On - hold
2011-06-17,1932.3,2616.48,684.18,Proj8,Category3,Completed
2011-06-20,1957.42,2629.66,672.24,Proj3,Category1,In - Progress
2011-06-21,2019.42,2687.26,667.84,Proj1,Category1,In - Progress
2011-06-22,1948.46,2669.19,720.73,Proj3,Category1,In - Progress
2011-06-23,1879.24,2686.75,807.51,Proj8,Category3,Completed
2011-06-24,1837.08,2652.89,815.81,Proj1,Category1,In - Progress
2011-06-27,2008.18,2688.28,680.1,Proj3,Category1,In - Progress
2011-06-28,2042.51,2729.31,686.8,Proj8,Category3,Completed
2011-06-29,2163.49,2740.49,577.0,Proj2,Category1,In - Progress
2011-06-30,1996.16,2773.52,777.36,Proj6,Category2,On - hold
2011-07-01,2117.14,2816.03,698.89,Proj3,Category1,In - Progress
2011-07-05,2215.09,2825.77,610.68,Proj7,Category3,On - hold
2011-07-06,3756.2400000000002,3400.824,747.22,Proj5,Category2,On - hold
2011-07-07,3811.194,3447.1919999999996,755.33,Proj5,Category2,On - hold
2011-07-08,2209.04,2859.81,650.77,Proj6,Category2,On - hold
2011-07-11,5455.0,4764.454,620.62,Proj9,Category3,Completed
2011-07-12,2107.94,2781.91,673.97,Proj2,Category1,In - Progress
2011-07-13,2068.43,2796.92,728.49,Proj8,Category3,Completed
2011-07-14,2125.61,2762.67,637.06,Proj6,Category2,On - hold
2011-07-15,2170.38,2789.8,619.42,Proj8,Category3,Completed
2011-07-18,5017.15,4700.687,758.25,Proj9,Category3,Completed
2011-07-19,2163.16,2826.52,663.36,Proj1,Category1,In - Progress
2011-07-20,1937.37,2814.23,876.86,Proj3,Category1,In - Progress
2011-07-21,5658.65,4818.531,570.97,Proj9,Category3,Completed
2011-07-22,2022.79,2858.83,836.04,Proj6,Category2,On - hold
2011-07-25,4026.978,3411.36,605.59,Proj5,Category2,On - hold
2011-07-26,2270.05,2839.96,569.91,Proj3,Category1,In - Progress
2011-07-27,2040.66,2764.79,724.13,Proj4,Category2,In - Progress
2011-07-28,3768.012,3319.5,672.91,Proj5,Category2,On - hold
2011-07-29,2168.78,2756.38,587.6,Proj7,Category3,On - hold
2011-08-01,3704.4,3293.532,686.61,Proj5,Category2,On - hold
2011-08-02,1830.39,2669.24,838.85,Proj1,Category1,In - Progress
2011-08-03,1980.12,2693.07,712.95,Proj8,Category3,Completed
2011-08-04,1921.11,2556.39,635.28,Proj6,Category2,On - hold
2011-08-05,2043.46,2532.41,488.95,Proj3,Category1,In - Progress
2011-08-08,1539.23,2357.69,818.46,Proj6,Category2,On - hold
2011-08-09,2007.17,2482.52,475.35,Proj4,Category2,In - Progress
2011-08-10,1894.85,2381.05,486.2,Proj3,Category1,In - Progress
2011-08-11,1886.65,2492.68,606.03,Proj1,Category1,In - Progress
2011-08-12,1803.95,2507.98,704.03,Proj6,Category2,On - hold
2011-08-15,1904.5,2555.2,650.7,Proj2,Category1,In - Progress
2011-08-16,1985.67,2523.45,537.78,Proj3,Category1,In - Progress
2011-08-17,2007.07,2511.48,504.41,Proj8,Category3,Completed
2011-08-18,1781.08,2380.43,599.35,Proj6,Category2,On - hold
2011-08-19,5028.675,3981.128,330.37,Proj9,Category3,Completed
2011-08-22,1620.7,2345.38,724.68,Proj1,Category1,In - Progress
2011-08-23,1841.58,2446.06,604.48,Proj2,Category1,In - Progress
2011-08-24,1829.67,2467.69,638.02,Proj7,Category3,On - hold
2011-08-25,1757.11,2419.63,662.52,Proj3,Category1,In - Progress
2011-08-26,1847.19,2479.85,632.66,Proj6,Category2,On - hold
2011-08-29,2008.68,2562.11,553.43,Proj8,Category3,Completed
2011-08-30,1831.2,2576.11,744.91,Proj2,Category1,In - Progress
2011-08-31,4700.475,4385.082,699.27,Proj9,Category3,Completed
2011-09-01,1983.35,2546.04,562.69,Proj6,Category2,On - hold
2011-09-02,1813.54,2480.33,666.79,Proj8,Category3,Completed
2011-09-06,1751.11,2473.83,722.72,Proj8,Category3,Completed
2011-09-07,1831.31,2548.94,717.63,Proj6,Category2,On - hold
2011-09-08,3306.8340000000003,3034.968,692.01,Proj5,Category2,On - hold
2011-09-09,3509.2799999999997,2961.5879999999997,518.39,Proj5,Category2,On - hold
2011-09-12,2000.75,2495.09,494.34,Proj6,Category2,On - hold
2011-09-13,1835.83,2532.15,696.32,Proj1,Category1,In - Progress
2011-09-14,1660.63,2572.55,911.92,Proj6,Category2,On - hold
2011-09-15,1802.74,2607.07,804.33,Proj6,Category2,On - hold
2011-09-16,2063.0,2622.31,559.31,Proj1,Category1,In - Progress
2011-09-19,1929.77,2612.83,683.06,Proj7,Category3,On - hold
2011-09-20,4829.125,4403.407999999999,658.59,Proj9,Category3,Completed
2011-09-21,4603.2,4314.923,696.91,Proj9,Category3,Completed
2011-09-22,1781.8,2455.67,673.87,Proj7,Category3,On - hold
2011-09-23,1963.81,2483.23,519.42,Proj4,Category2,In - Progress
2011-09-26,1972.86,2516.69,543.83,Proj4,Category2,In - Progress
2011-09-27,3512.88,3056.196,595.23,Proj5,Category2,On - hold
2011-09-28,4652.15,4235.686,630.72,Proj9,Category3,Completed
2011-09-29,3403.674,2976.9120000000003,589.83,Proj5,Category2,On - hold
2011-09-30,1799.9,2415.4,615.5,Proj6,Category2,On - hold
2011-10-03,3170.412,2802.9959999999996,574.49,Proj5,Category2,On - hold
2011-10-04,1895.75,2404.82,509.07,Proj2,Category1,In - Progress
2011-10-05,1830.4,2460.51,630.11,Proj6,Category2,On - hold
2011-10-06,5093.5,4261.594,469.42,Proj9,Category3,Completed
2011-10-07,1765.99,2479.35,713.36,Proj2,Category1,In - Progress
2011-10-10,2070.89,2566.05,495.16,Proj1,Category1,In - Progress
2011-10-11,3232.692,3099.636,787.09,Proj5,Category2,On - hold
2011-10-12,1973.47,2604.73,631.26,Proj4,Category2,In - Progress
2011-10-13,1926.34,2620.24,693.9,Proj4,Category2,In - Progress
2011-10-14,2114.52,2667.85,553.33,Proj6,Category2,On - hold
2011-10-17,1837.72,2614.92,777.2,Proj7,Category3,On - hold
2011-10-18,2116.85,2657.43,540.58,Proj6,Category2,On - hold
2011-10-19,1891.94,2604.04,712.1,Proj7,Category3,On - hold
2011-10-20,1941.91,2598.62,656.71,Proj7,Category3,On - hold
2011-10-21,1928.93,2637.46,708.53,Proj7,Category3,On - hold
2011-10-24,4022.6040000000003,3239.328,464.66,Proj5,Category2,On - hold
2011-10-25,1967.41,2638.42,671.01,Proj8,Category3,Completed
2011-10-26,1888.19,2650.67,762.48,Proj1,Category1,In - Progress
2011-10-27,2113.33,2738.63,625.3,Proj2,Category1,In - Progress
2011-10-28,2022.35,2737.15,714.8,Proj7,Category3,On - hold
2011-10-31,1920.87,2684.41,763.54,Proj8,Category3,Completed
2011-11-01,2065.56,2606.96,541.4,Proj6,Category2,On - hold
2011-11-02,1817.97,2639.98,822.01,Proj7,Category3,On - hold
2011-11-03,2064.71,2697.97,633.26,Proj7,Category3,On - hold
2011-11-04,1878.16,2686.15,807.99,Proj3,Category1,In - Progress
2011-11-07,2065.5,2695.25,629.75,Proj4,Category2,In - Progress
2011-11-08,2019.17,2727.49,708.32,Proj4,Category2,In - Progress
2011-11-09,2034.39,2621.65,587.26,Proj7,Category3,On - hold
2011-11-10,2000.38,2625.15,624.77,Proj7,Category3,On - hold
2011-11-11,5164.425,4553.875,612.98,Proj9,Category3,Completed
2011-11-14,2017.18,2657.22,640.04,Proj6,Category2,On - hold
2011-11-15,5027.625,4566.54,675.15,Proj9,Category3,Completed
2011-11-16,2022.74,2639.61,616.87,Proj6,Category2,On - hold
2011-11-17,1826.04,2587.99,761.95,Proj3,Category1,In - Progress
2011-11-18,2042.27,2572.5,530.23,Proj8,Category3,Completed
2011-11-21,1771.65,2523.14,751.49,Proj4,Category2,In - Progress
2011-11-22,1956.17,2521.28,565.11,Proj4,Category2,In - Progress
2011-11-23,1867.2,2460.08,592.88,Proj3,Category1,In - Progress
2011-11-25,4386.6,4150.567,686.87,Proj9,Category3,Completed
2011-11-28,1970.23,2527.34,557.11,Proj2,Category1,In - Progress
2011-11-29,2019.05,2515.51,496.46,Proj6,Category2,On - hold
2011-11-30,4742.275000000001,4454.578,723.43,Proj9,Category3,Completed
2011-12-01,2014.1,2626.2,612.1,Proj8,Category3,Completed
2011-12-02,2066.77,2626.93,560.16,Proj7,Category3,On - hold
2011-12-05,1854.94,2655.76,800.82,Proj3,Category1,In - Progress
2011-12-06,1908.6,2649.56,740.96,Proj3,Category1,In - Progress
2011-12-07,2010.26,2649.21,638.95,Proj8,Category3,Completed
2011-12-08,1955.17,2596.38,641.21,Proj1,Category1,In - Progress
2011-12-09,1941.92,2646.85,704.93,Proj8,Category3,Completed
2011-12-12,1776.14,2612.26,836.12,Proj4,Category2,In - Progress
2011-12-13,3112.8840000000005,3095.124,849.89,Proj5,Category2,On - hold
2011-12-14,1949.93,2539.31,589.38,Proj7,Category3,On - hold
2011-12-15,1834.36,2541.01,706.65,Proj3,Category1,In - Progress
2011-12-16,1849.68,2555.33,705.65,Proj8,Category3,Completed
2011-12-19,2056.6,2523.14,466.54,Proj4,Category2,In - Progress
2011-12-20,1893.67,2603.73,710.06,Proj2,Category1,In - Progress
2011-12-21,1983.3,2577.97,594.67,Proj4,Category2,In - Progress
2011-12-22,2057.77,2599.45,541.68,Proj4,Category2,In - Progress
2011-12-23,1967.93,2618.64,650.71,Proj4,Category2,In - Progress
2011-12-27,1905.54,2625.2,719.66,Proj8,Category3,Completed
2011-12-28,1958.02,2589.98,631.96,Proj7,Category3,On - hold
2011-12-29,4393.15,4443.357999999999,856.48,Proj9,Category3,Completed
2011-12-30,1961.94,2605.15,643.21,Proj4,Category2,In - Progress
2012-01-03,2041.56,2648.72,607.16,Proj4,Category2,In - Progress
2012-01-04,1748.05,2648.36,900.31,Proj8,Category3,Completed
2012-01-05,1973.76,2669.86,696.1,Proj2,Category1,In - Progress
2012-01-06,5148.424999999999,4546.174,614.85,Proj9,Category3,Completed
2012-01-09,5169.724999999999,4550.152,608.67,Proj9,Category3,Completed
2012-01-10,3479.076,3243.0,769.68,Proj5,Category2,On - hold
2012-01-11,2146.4,2710.76,564.36,Proj2,Category1,In - Progress
2012-01-12,2079.87,2724.7,644.83,Proj1,Category1,In - Progress
2012-01-13,2123.04,2710.67,587.63,Proj3,Category1,In - Progress
2012-01-17,2194.07,2728.08,534.01,Proj7,Category3,On - hold
2012-01-18,2163.29,2769.71,606.42,Proj6,Category2,On - hold
2012-01-19,2051.75,2788.33,736.58,Proj6,Category2,On - hold
2012-01-20,2166.28,2786.7,620.42,Proj4,Category2,In - Progress
2012-01-23,2100.43,2784.17,683.74,Proj1,Category1,In - Progress
2012-01-24,2058.95,2786.64,727.69,Proj4,Category2,In - Progress
2012-01-25,2062.85,2818.31,755.46,Proj4,Category2,In - Progress
2012-01-26,2145.14,2805.28,660.14,Proj7,Category3,On - hold
2012-01-27,2212.49,2816.55,604.06,Proj2,Category1,In - Progress
2012-01-30,1991.55,2811.94,820.39,Proj2,Category1,In - Progress
2012-01-31,2090.67,2813.84,723.17,Proj4,Category2,In - Progress
2012-02-01,2233.42,2848.27,614.85,Proj6,Category2,On - hold
2012-02-02,2110.32,2859.68,749.36,Proj3,Category1,In - Progress
2012-02-03,2202.27,2905.66,703.39,Proj2,Category1,In - Progress
2012-02-06,2354.42,2901.99,547.57,Proj2,Category1,In - Progress
2012-02-07,2181.34,2904.08,722.74,Proj7,Category3,On - hold
2012-02-08,2190.87,2915.86,724.99,Proj6,Category2,On - hold
2012-02-09,2062.52,2927.23,864.71,Proj8,Category3,Completed
2012-02-10,2218.49,2903.88,685.39,Proj6,Category2,On - hold
2012-02-13,2240.38,2931.39,691.01,Proj3,Category1,In - Progress
2012-02-14,5239.299999999999,4984.111,836.11,Proj9,Category3,Completed
2012-02-15,2196.57,2915.83,719.26,Proj6,Category2,On - hold
2012-02-16,2189.03,2959.85,770.82,Proj8,Category3,Completed
2012-02-17,3851.55,3542.136,812.03,Proj5,Category2,On - hold
2012-02-21,2082.27,2948.57,866.3,Proj7,Category3,On - hold
2012-02-22,2082.24,2933.17,850.93,Proj1,Category1,In - Progress
2012-02-23,2282.41,2956.98,674.57,Proj4,Category2,In - Progress
2012-02-24,2247.09,2963.75,716.66,Proj2,Category1,In - Progress
2012-02-27,2350.94,2966.16,615.22,Proj1,Category1,In - Progress
2012-02-28,2236.88,2986.76,749.88,Proj8,Category3,Completed
2012-02-29,2200.46,2966.89,766.42,Proj3,Category1,In - Progress
2012-03-01,2157.82,2988.97,831.15,Proj8,Category3,Completed
2012-03-02,2126.11,2976.19,850.08,Proj8,Category3,Completed
2012-03-05,5635.125,5015.816,696.43,Proj9,Category3,Completed
2012-03-06,3901.572,3492.384,742.78,Proj5,Category2,On - hold
2012-03-07,3530.106,3522.828,974.52,Proj5,Category2,On - hold
2012-03-08,4123.152,3564.504,679.78,Proj5,Category2,On - hold
2012-03-09,2226.24,2988.34,762.1,Proj8,Category3,Completed
2012-03-12,2178.32,2983.66,805.34,Proj2,Category1,In - Progress
2012-03-13,2364.88,3039.88,675.0,Proj8,Category3,Completed
2012-03-14,2231.48,3040.73,809.25,Proj6,Category2,On - hold
2012-03-15,2410.79,3056.37,645.58,Proj7,Category3,On - hold
2012-03-16,2358.86,3055.26,696.4,Proj8,Category3,Completed
2012-03-19,2164.12,3078.32,914.2,Proj4,Category2,In - Progress
2012-03-20,2268.48,3074.15,805.67,Proj7,Category3,On - hold
2012-03-21,2397.03,3075.32,678.3,Proj1,Category1,In - Progress
2012-03-22,2356.83,3063.32,706.49,Proj1,Category1,In - Progress
2012-03-23,5535.1,5215.464,853.88,Proj9,Category3,Completed
2012-03-26,2563.47,3122.57,559.1,Proj8,Category3,Completed
2012-03-27,2329.6,3120.35,790.75,Proj7,Category3,On - hold
2012-03-28,2358.68,3104.96,746.28,Proj1,Category1,In - Progress
2012-03-29,2364.17,3095.36,731.19,Proj7,Category3,On - hold
2012-03-30,2346.34,3091.57,745.23,Proj8,Category3,Completed
2012-04-02,2401.23,3119.7,718.47,Proj2,Category1,In - Progress
2012-04-03,2200.97,3113.57,912.6,Proj4,Category2,In - Progress
2012-04-04,2309.73,3068.09,758.36,Proj3,Category1,In - Progress
2012-04-05,2361.85,3080.5,718.65,Proj4,Category2,In - Progress
2012-04-09,5774.875,5180.036,737.13,Proj9,Category3,Completed
2012-04-10,2059.93,2991.22,931.29,Proj1,Category1,In - Progress
2012-04-11,2264.46,3016.46,752.0,Proj1,Category1,In - Progress
2012-04-12,2246.61,3055.55,808.94,Proj1,Category1,In - Progress
2012-04-13,5804.175,5119.2609999999995,689.66,Proj9,Category3,Completed
2012-04-16,2136.28,2988.4,852.12,Proj4,Category2,In - Progress
2012-04-17,2088.13,3042.82,954.69,Proj2,Category1,In - Progress
2012-04-18,2176.65,3031.45,854.8,Proj4,Category2,In - Progress
2012-04-19,2261.6,3007.56,745.96,Proj8,Category3,Completed
2012-04-20,2345.06,3000.45,655.39,Proj4,Category2,In - Progress
2012-04-23,5650.125,5049.764999999999,710.4,Proj9,Category3,Completed
2012-04-24,2300.25,2961.6,661.35,Proj8,Category3,Completed
2012-04-25,2314.63,3029.63,715.0,Proj2,Category1,In - Progress
2012-04-26,2144.52,3050.61,906.09,Proj7,Category3,On - hold
2012-04-27,2131.83,3069.2,937.37,Proj6,Category2,On - hold
2012-04-30,2237.07,3046.36,809.29,Proj6,Category2,On - hold
2012-05-01,2249.13,3050.44,801.31,Proj1,Category1,In - Progress
2012-05-02,2330.59,3059.85,729.26,Proj7,Category3,On - hold
2012-05-03,4065.8400000000006,3629.1600000000003,765.5,Proj5,Category2,On - hold
2012-05-04,2009.92,2956.34,946.42,Proj2,Category1,In - Progress
2012-05-07,2284.33,2957.76,673.43,Proj7,Category3,On - hold
2012-05-08,2010.41,2946.27,935.86,Proj3,Category1,In - Progress
2012-05-09,2331.22,2934.71,603.49,Proj8,Category3,Completed
2012-05-10,2226.14,2933.64,707.5,Proj3,Category1,In - Progress
2012-05-11,2263.64,2933.82,670.18,Proj6,Category2,On - hold
2012-05-14,2321.58,2902.58,581.0,Proj6,Category2,On - hold
2012-05-15,3851.3340000000003,3472.512,754.13,Proj5,Category2,On - hold
2012-05-16,2134.12,2874.04,739.92,Proj6,Category2,On - hold
2012-05-17,2022.08,2813.69,791.61,Proj2,Category1,In - Progress
2012-05-18,2062.27,2778.79,716.52,Proj4,Category2,In - Progress
2012-05-21,5155.375,4840.257,785.06,Proj9,Category3,Completed
2012-05-22,2119.63,2839.08,719.45,Proj3,Category1,In - Progress
2012-05-23,2197.56,2850.12,652.56,Proj3,Category1,In - Progress
2012-05-24,2184.7,2839.38,654.68,Proj2,Category1,In - Progress
2012-05-25,2059.74,2837.53,777.79,Proj6,Category2,On - hold
2012-05-29,2194.63,2870.99,676.36,Proj3,Category1,In - Progress
2012-05-30,2079.64,2837.36,757.72,Proj1,Category1,In - Progress
2012-05-31,3965.58,3392.808,624.24,Proj5,Category2,On - hold
2012-06-01,3413.61,3296.976,851.03,Proj5,Category2,On - hold
2012-06-04,2034.86,2760.01,725.15,Proj7,Category3,On - hold
2012-06-05,1922.41,2778.11,855.7,Proj7,Category3,On - hold
2012-06-06,2015.75,2844.72,828.97,Proj7,Category3,On - hold
2012-06-07,2141.22,2831.02,689.8,Proj4,Category2,In - Progress
2012-06-08,2343.91,2858.42,514.51,Proj6,Category2,On - hold
2012-06-11,2108.89,2809.73,700.84,Proj6,Category2,On - hold
2012-06-12,2217.68,2843.07,625.39,Proj3,Category1,In - Progress
2012-06-13,2290.33,2818.61,528.28,Proj7,Category3,On - hold
2012-06-14,4272.3,3403.596,462.83,Proj5,Category2,On - hold
2012-06-15,1910.04,2872.8,962.76,Proj1,Category1,In - Progress
2012-06-18,2117.63,2895.33,777.7,Proj7,Category3,On - hold
2012-06-19,2209.58,2929.76,720.18,Proj4,Category2,In - Progress
2012-06-20,2294.13,2930.45,636.32,Proj4,Category2,In - Progress
2012-06-21,4953.9,4860.453,877.53,Proj9,Category3,Completed
2012-06-22,2197.56,2892.42,694.86,Proj1,Category1,In - Progress
2012-06-25,2087.88,2836.16,748.28,Proj2,Category1,In - Progress
2012-06-26,2034.98,2854.06,819.08,Proj7,Category3,On - hold
2012-06-27,2041.26,2875.32,834.06,Proj4,Category2,In - Progress
2012-06-28,3627.036,3419.3879999999995,834.47,Proj5,Category2,On - hold
2012-06-29,3883.9500000000003,3522.06,777.3,Proj5,Category2,On - hold
2012-07-02,5717.875,5017.091,664.08,Proj9,Category3,Completed
2012-07-03,2075.82,2976.08,900.26,Proj3,Category1,In - Progress
2012-07-05,2140.06,2976.12,836.06,Proj7,Category3,On - hold
2012-07-06,5458.85,4993.460999999999,753.79,Proj9,Category3,Completed
2012-07-09,2072.64,2931.77,859.13,Proj6,Category2,On - hold
2012-07-10,2087.64,2902.33,814.69,Proj4,Category2,In - Progress
2012-07-11,2149.32,2887.98,738.66,Proj8,Category3,Completed
2012-07-12,2213.78,2866.19,652.41,Proj8,Category3,Completed
2012-07-13,2326.37,2908.47,582.1,Proj4,Category2,In - Progress
2012-07-16,5246.275000000001,4924.798,798.43,Proj9,Category3,Completed
2012-07-17,2220.48,2910.04,689.56,Proj4,Category2,In - Progress
2012-07-18,2181.67,2942.6,760.93,Proj8,Category3,Completed
2012-07-19,2287.33,2965.9,678.57,Proj1,Category1,In - Progress
2012-07-20,2062.7,2925.3,862.6,Proj6,Category2,On - hold
2012-07-23,4145.795999999999,3468.18,586.93,Proj5,Category2,On - hold
2012-07-24,3558.6,3435.5879999999997,885.99,Proj5,Category2,On - hold
2012-07-25,2051.1,2854.24,803.14,Proj6,Category2,On - hold
2012-07-26,2151.22,2893.25,742.03,Proj2,Category1,In - Progress
2012-07-27,2207.82,2958.09,750.27,Proj4,Category2,In - Progress
2012-07-30,5609.325,5007.928,702.11,Proj9,Category3,Completed
2012-07-31,2228.43,2939.52,711.09,Proj2,Category1,In - Progress
2012-08-01,2042.04,2920.21,878.17,Proj7,Category3,On - hold
2012-08-02,2084.46,2909.77,825.31,Proj4,Category2,In - Progress
2012-08-03,2247.19,2967.9,720.71,Proj2,Category1,In - Progress
2012-08-06,2043.88,2989.91,946.03,Proj3,Category1,In - Progress
2012-08-07,4197.222,3619.032,684.07,Proj5,Category2,On - hold
2012-08-08,4046.994,3613.5,762.92,Proj5,Category2,On - hold
2012-08-09,2092.21,3018.64,926.43,Proj1,Category1,In - Progress
2012-08-10,2321.25,3020.86,699.61,Proj4,Category2,In - Progress
2012-08-13,2154.0,3022.52,868.52,Proj6,Category2,On - hold
2012-08-14,2136.58,3016.98,880.4,Proj6,Category2,On - hold
2012-08-15,4052.4840000000004,3637.1159999999995,779.55,Proj5,Category2,On - hold
2012-08-16,2514.51,3062.39,547.88,Proj4,Category2,In - Progress
2012-08-17,2270.54,3076.59,806.05,Proj4,Category2,In - Progress
2012-08-20,2236.33,3076.21,839.88,Proj2,Category1,In - Progress
2012-08-21,3722.994,3680.712,998.93,Proj5,Category2,On - hold
2012-08-22,2419.59,3073.67,654.08,Proj4,Category2,In - Progress
2012-08-23,2410.25,3053.4,643.15,Proj1,Category1,In - Progress
2012-08-24,4149.36,3683.748,764.59,Proj5,Category2,On - hold
2012-08-27,2350.26,3073.19,722.93,Proj3,Category1,In - Progress
2012-08-28,2536.1,3077.14,541.04,Proj8,Category3,Completed
2012-08-29,2167.18,3081.19,914.01,Proj8,Category3,Completed
2012-08-30,2243.26,3048.71,805.45,Proj4,Category2,In - Progress
2012-08-31,2271.04,3066.96,795.92,Proj2,Category1,In - Progress
2012-09-04,3975.7319999999995,3690.0719999999997,866.32,Proj5,Category2,On - hold
2012-09-05,2438.54,3069.27,630.73,Proj6,Category2,On - hold
2012-09-06,2523.03,3135.81,612.78,Proj1,Category1,In - Progress
2012-09-07,2387.1,3136.42,749.32,Proj7,Category3,On - hold
2012-09-10,2327.22,3104.02,776.8,Proj1,Category1,In - Progress
2012-09-11,2364.92,3104.53,739.61,Proj6,Category2,On - hold
2012-09-12,2515.6,3114.31,598.71,Proj6,Category2,On - hold
2012-09-13,4636.656,3786.9959999999996,579.91,Proj5,Category2,On - hold
2012-09-14,2396.2,3183.95,787.75,Proj8,Category3,Completed
2012-09-17,2383.35,3178.67,795.32,Proj2,Category1,In - Progress
2012-09-18,2411.77,3177.8,766.03,Proj1,Category1,In - Progress
2012-09-19,2401.71,3182.62,780.91,Proj2,Category1,In - Progress
2012-09-20,2144.24,3175.96,1031.72,Proj8,Category3,Completed
2012-09-21,5329.25,5405.932,1048.26,Proj9,Category3,Completed
2012-09-24,2302.05,3160.78,858.73,Proj4,Category2,In - Progress
2012-09-25,2283.85,3117.73,833.88,Proj6,Category2,On - hold
2012-09-26,2428.47,3093.7,665.23,Proj8,Category3,Completed
2012-09-27,2168.42,3136.6,968.18,Proj4,Category2,In - Progress
2012-09-28,2371.91,3116.23,744.32,Proj1,Category1,In - Progress
2012-10-01,2415.47,3113.53,698.06,Proj2,Category1,In - Progress
2012-10-02,4437.504000000001,3744.048,654.76,Proj5,Category2,On - hold
2012-10-03,2378.6,3135.23,756.63,Proj8,Category3,Completed
2012-10-04,2224.86,3149.46,924.6,Proj2,Category1,In - Progress
2012-10-05,4141.692,3763.428,835.25,Proj5,Category2,On - hold
2012-10-08,4355.118,3734.8199999999997,692.84,Proj5,Category2,On - hold
2012-10-09,2370.23,3065.02,694.79,Proj1,Category1,In - Progress
2012-10-10,2202.17,3051.78,849.61,Proj7,Category3,On - hold
2012-10-11,2345.38,3049.41,704.03,Proj4,Category2,In - Progress
2012-10-12,2170.87,3044.11,873.24,Proj4,Category2,In - Progress
2012-10-15,2194.5,3064.18,869.68,Proj4,Category2,In - Progress
2012-10-16,2209.72,3101.17,891.45,Proj1,Category1,In - Progress
2012-10-17,5704.25,5277.004,822.42,Proj9,Category3,Completed
2012-10-18,2241.38,3072.87,831.49,Proj1,Category1,In - Progress
2012-10-19,2198.97,3005.62,806.65,Proj7,Category3,On - hold
2012-10-22,5070.1,5128.832,988.92,Proj9,Category3,Completed
2012-10-23,2395.26,2990.46,595.2,Proj6,Category2,On - hold
2012-10-24,5234.575,5068.889999999999,887.87,Proj9,Category3,Completed
2012-10-25,2113.22,2986.12,872.9,Proj4,Category2,In - Progress
2012-10-26,2221.91,2987.95,766.04,Proj8,Category3,Completed
2012-10-31,2351.1,2977.23,626.13,Proj1,Category1,In - Progress
2012-11-01,2257.56,3020.06,762.5,Proj1,Category1,In - Progress
2012-11-02,2204.36,2982.13,777.77,Proj4,Category2,In - Progress
