date,cost_of_sales,selling_price,net_profit,project_name
2012-10-01,6203.925,5293.001,631.96,Proj9
2012-10-02,2341.32,3120.04,778.72,Proj4
2012-10-03,4142.394,3762.276,833.9,Proj5
2012-10-04,2167.43,3149.46,982.03,Proj4
2012-10-05,4174.956,3763.428,816.77,Proj5
2012-10-08,2359.56,3112.35,752.79,Proj2
2012-10-09,2244.66,3065.02,820.36,Proj6
2012-10-10,2327.3,3051.78,724.48,Proj4
2012-10-11,2304.61,3049.41,744.8,Proj3
2012-10-12,4053.2400000000002,3652.9320000000002,792.31,Proj5
2012-10-15,2374.78,3064.18,689.4,Proj7
2012-10-16,2322.73,3101.17,778.44,Proj4
2012-10-17,2361.13,3104.12,742.99,Proj4
2012-10-18,2333.57,3072.87,739.3,Proj7
2012-10-19,2165.5,3005.62,840.12,Proj4
2012-10-22,2345.77,3016.96,671.19,Proj4
2012-10-23,2294.86,2990.46,695.6,Proj6
2012-10-24,2340.94,2981.7,640.76,Proj8
2012-10-25,2214.27,2986.12,771.85,Proj3
2012-10-26,2245.49,2987.95,742.46,Proj6
2012-10-31,2147.62,2977.23,829.61,Proj4
2012-11-01,4090.9680000000003,3624.0719999999997,747.3,Proj5
2012-11-02,2266.13,2982.13,716.0,Proj7
2012-11-05,4217.184,3599.5919999999996,656.78,Proj5
2012-11-06,2184.36,3011.93,827.57,Proj1
2012-11-07,2272.63,2937.29,664.66,Proj7
2012-11-08,2341.58,2895.58,554.0,Proj4
2012-11-09,2167.25,2904.87,737.62,Proj7
2012-11-12,2059.84,2904.25,844.41,Proj4
2012-11-13,2179.16,2883.89,704.73,Proj1
2012-11-14,2046.46,2846.81,800.35,Proj7
2012-11-15,1905.16,2836.94,931.78,Proj3
2012-11-16,1986.29,2853.13,866.84,Proj1
2012-11-19,2105.01,2916.07,811.06,Proj4
2012-11-20,2295.8,2916.68,620.88,Proj1
2012-11-21,2257.09,2926.55,669.46,Proj6
2012-11-23,2383.26,2966.85,583.59,Proj4
2012-11-26,2170.24,2976.78,806.54,Proj2
2012-11-27,4863.9,5045.2429999999995,1022.23,Proj9
2012-11-28,2289.35,2991.78,702.43,Proj3
2012-11-29,1898.0,3012.03,1114.03,Proj4
2012-11-30,2209.08,3010.24,801.16,Proj4
2012-12-03,2192.5,3002.2,809.7,Proj8
2012-12-04,2345.61,2996.69,651.08,Proj1
2012-12-05,2360.92,2973.7,612.78,Proj7
2012-12-06,5399.650000000001,5081.759,829.41,Proj9
2012-12-07,2334.3,2978.04,643.74,Proj2
2012-12-10,2232.99,2986.96,753.97,Proj8
2012-12-11,5253.7,5137.91,920.82,Proj9
2012-12-12,3995.388,3616.5719999999997,794.15,Proj5
2012-12-13,2290.62,2992.16,701.54,Proj3
2012-12-14,2217.74,2971.33,753.59,Proj8
2012-12-17,2275.24,3010.6,735.36,Proj6
2012-12-18,2128.24,3054.53,926.29,Proj2
2012-12-19,2353.04,3044.36,691.32,Proj2
2012-12-20,2367.71,3050.39,682.68,Proj6
2012-12-21,2252.64,3021.01,768.37,Proj1
2012-12-24,2291.3,3012.6,721.3,Proj7
2012-12-26,5933.125,5083.272,616.91,Proj9
2012-12-27,2122.27,2985.91,863.64,Proj3
2012-12-28,2112.14,2960.31,848.17,Proj2
2012-12-31,2300.06,3019.51,719.45,Proj1
2013-01-02,2400.87,3112.26,711.39,Proj8
2013-01-03,2358.15,3100.57,742.42,Proj6
2013-01-04,2268.69,3101.66,832.97,Proj6
2013-01-07,2435.74,3098.81,663.07,Proj1
2013-01-08,2244.03,3091.81,847.78,Proj7
2013-01-09,2535.35,3105.81,570.46,Proj8
2013-01-10,2210.61,3121.76,911.15,Proj2
2013-01-11,2373.17,3125.63,752.46,Proj7
2013-01-14,2461.13,3117.5,656.37,Proj2
2013-01-15,5212.725,5288.326,1025.69,Proj9
2013-01-16,5857.224999999999,5299.818,774.65,Proj9
2013-01-17,2417.34,3136.0,718.66,Proj1
2013-01-18,6037.7,5329.007,719.63,Proj9
2013-01-22,2320.37,3143.18,822.81,Proj6
2013-01-23,2331.7,3153.67,821.97,Proj8
2013-01-24,2209.38,3130.38,921.0,Proj8
2013-01-25,2553.63,3149.71,596.08,Proj1
2013-01-28,2355.28,3154.3,799.02,Proj3
2013-01-29,2303.38,3153.66,850.28,Proj8
2013-01-30,2313.1,3142.31,829.21,Proj2
2013-01-31,2462.34,3142.13,679.79,Proj8
2013-02-01,5647.125,5404.469999999999,920.25,Proj9
2013-02-04,2352.78,3131.17,778.39,Proj1
2013-02-05,2493.85,3171.58,677.73,Proj6
2013-02-06,5652.875,5386.416,907.33,Proj9
2013-02-07,4211.1900000000005,3798.156,825.58,Proj5
2013-02-08,4304.358,3832.644,802.56,Proj5
2013-02-11,4114.692,3830.3999999999996,906.06,Proj5
2013-02-12,2401.53,3186.49,784.96,Proj7
2013-02-13,2458.63,3196.88,738.25,Proj3
2013-02-14,2369.78,3198.66,828.88,Proj1
2013-02-15,2550.36,3192.03,641.67,Proj3
2013-02-19,2510.85,3213.59,702.74,Proj7
2013-02-20,2263.85,3164.41,900.56,Proj4
2013-02-21,2459.43,3131.49,672.06,Proj6
2013-02-22,2237.73,3161.82,924.09,Proj7
2013-02-25,2265.66,3116.25,850.59,Proj1
2013-02-26,2341.6,3129.65,788.05,Proj6
2013-02-27,2458.41,3162.26,703.85,Proj8
2013-02-28,4092.6780000000003,3792.228,886.48,Proj5
2013-03-01,2517.74,3169.74,652.0,Proj7
2013-03-04,2358.25,3182.03,823.78,Proj8
2013-03-05,4205.592000000001,3868.956,887.69,Proj5
2013-03-06,4225.896,3866.8439999999996,874.65,Proj5
2013-03-07,2570.79,3232.09,661.3,Proj3
2013-03-08,2275.37,3244.37,969.0,Proj2
2013-03-11,2396.55,3252.87,856.32,Proj4
2013-03-12,4403.25,3890.784,796.07,Proj5
2013-03-13,2532.93,3245.12,712.19,Proj1
2013-03-14,2369.8,3258.93,889.13,Proj2
2013-03-15,2468.93,3249.07,780.14,Proj4
2013-03-18,2174.29,3237.59,1063.3,Proj1
2013-03-19,2413.95,3229.1,815.15,Proj8
2013-03-20,2583.09,3254.19,671.1,Proj1
2013-03-21,4620.222,3867.12,655.81,Proj5
2013-03-22,2545.28,3245.0,699.72,Proj2
2013-03-25,6627.95,5500.01,584.12,Proj9
2013-03-26,2310.31,3252.48,942.17,Proj2
2013-03-27,5935.625,5536.084,882.27,Proj9
2013-03-28,2401.11,3267.52,866.41,Proj8
2013-04-01,2368.71,3239.17,870.46,Proj6
2013-04-02,2380.36,3254.86,874.5,Proj4
2013-04-03,2329.52,3218.6,889.08,Proj4
2013-04-04,4371.948,3869.9759999999997,796.12,Proj5
2013-04-05,4584.852,3844.632,656.72,Proj5
2013-04-08,6211.825,5477.825,737.52,Proj9
2013-04-09,2807.2,3237.86,430.66,Proj3
2013-04-10,2264.7,3297.25,1032.55,Proj6
2013-04-11,2303.5,3300.16,996.66,Proj3
2013-04-12,6498.525,5601.415,695.54,Proj9
2013-04-15,5816.475,5468.032999999999,889.9,Proj9
2013-04-16,2536.43,3264.63,728.2,Proj2
2013-04-17,2466.88,3204.67,737.79,Proj1
2013-04-18,2331.14,3166.36,835.22,Proj2
2013-04-19,2403.7,3206.06,802.36,Proj1
2013-04-22,5720.525,5497.035,945.34,Proj9
2013-04-23,2437.01,3269.33,832.32,Proj3
2013-04-24,2454.76,3269.65,814.89,Proj8
2013-04-25,4446.324,3947.9879999999994,819.81,Proj5
2013-04-26,2563.61,3279.26,715.65,Proj8
2013-04-29,2526.97,3307.02,780.05,Proj7
2013-04-30,4656.834000000001,3994.548,741.66,Proj5
2013-05-01,2381.67,3299.13,917.46,Proj3
2013-05-02,2546.1,3340.62,794.52,Proj2
2013-05-03,2513.91,3378.63,864.72,Proj8
2013-05-06,2711.08,3392.97,681.89,Proj6
2013-05-07,2394.66,3396.63,1001.97,Proj2
2013-05-08,2612.12,3413.27,801.15,Proj7
2013-05-09,6311.75,5795.589,884.47,Proj9
2013-05-10,2731.5,3436.58,705.08,Proj6
2013-05-13,2594.33,3438.79,844.46,Proj6
2013-05-14,2652.78,3462.61,809.83,Proj8
2013-05-15,2489.23,3471.62,982.39,Proj4
2013-05-16,4821.21,4158.288,786.79,Proj5
2013-05-17,2530.87,3498.97,968.1,Proj2
2013-05-20,4604.13,4195.715999999999,938.58,Proj5
2013-05-21,2671.34,3502.12,830.78,Proj4
2013-05-22,2590.21,3463.3,873.09,Proj8
2013-05-23,2614.94,3459.42,844.48,Proj4
2013-05-24,2726.37,3459.14,732.77,Proj8
2013-05-28,6812.0,5931.112999999999,764.09,Proj9
2013-05-29,4850.424,4161.023999999999,772.84,Proj5
2013-05-30,2527.38,3491.3,963.92,Proj4
2013-05-31,2712.49,3455.91,743.42,Proj4
2013-06-03,2623.41,3465.37,841.96,Proj2
2013-06-04,2638.5,3445.26,806.76,Proj7
2013-06-05,2538.63,3401.48,862.85,Proj8
2013-06-06,2799.22,3424.05,624.83,Proj2
2013-06-07,4554.882,4163.063999999999,938.73,Proj5
2013-06-10,2616.0,3473.77,857.77,Proj2
2013-06-11,2632.13,3436.95,804.82,Proj3
2013-06-12,2538.71,3400.43,861.72,Proj1
2013-06-13,2713.94,3445.36,731.42,Proj8
2013-06-14,6113.400000000001,5820.052,978.2,Proj9
2013-06-17,2559.28,3452.13,892.85,Proj8
2013-06-18,4973.795999999999,4178.616,718.96,Proj5
2013-06-19,2650.2,3443.2,793.0,Proj4
2013-06-20,5975.75,5719.888,974.34,Proj9
2013-06-21,2398.1,3357.25,959.15,Proj8
2013-06-24,4667.166,3984.9120000000003,727.89,Proj5
2013-06-25,2503.61,3347.89,844.28,Proj6
2013-06-26,2319.76,3376.22,1056.46,Proj7
2013-06-27,4721.958,4082.232,778.55,Proj5
2013-06-28,2428.78,3403.25,974.47,Proj1
2013-07-01,6811.5,5838.633,709.89,Proj9
2013-07-02,2558.91,3433.4,874.49,Proj7
2013-07-03,2351.01,3443.67,1092.66,Proj2
2013-07-05,2587.81,3479.38,891.57,Proj8
2013-07-08,6916.275000000001,5924.210999999999,718.32,Proj9
2013-07-09,2659.43,3504.26,844.83,Proj6
2013-07-10,4849.02,4224.912,826.86,Proj5
2013-07-11,4909.662,4293.96,850.71,Proj5
2013-07-12,2543.47,3600.08,1056.61,Proj6
2013-07-15,6756.174999999999,6132.732999999999,905.02,Proj9
2013-07-16,2846.22,3598.5,752.28,Proj2
2013-07-17,2724.31,3610.0,885.69,Proj4
2013-07-18,2679.05,3611.28,932.23,Proj1
2013-07-19,6821.725,6098.937,858.92,Proj9
2013-07-22,2610.14,3600.39,990.25,Proj7
2013-07-23,6928.325,6084.759,807.94,Proj9
2013-07-24,6752.275,6085.32,878.69,Proj9
2013-07-25,2606.67,3605.19,998.52,Proj8
2013-07-26,2768.25,3613.16,844.91,Proj8
2013-07-29,2739.99,3599.14,859.15,Proj6
2013-07-30,2746.13,3616.47,870.34,Proj3
2013-07-31,2776.27,3626.37,850.1,Proj7
2013-08-01,2890.74,3675.74,785.0,Proj6
2013-08-02,2630.8,3689.59,1058.79,Proj2
2013-08-05,2712.95,3692.95,980.0,Proj6
2013-08-06,2684.36,3665.77,981.41,Proj1
2013-08-07,4820.418000000001,4384.812,976.0,Proj5
2013-08-08,2615.77,3669.12,1053.35,Proj8
2013-08-09,2800.31,3660.11,859.8,Proj4
2013-08-12,4893.156,4403.94,951.53,Proj5
2013-08-13,6686.475,6263.548,1009.85,Proj9
2013-08-14,2813.68,3669.27,855.59,Proj3
2013-08-15,2663.84,3606.12,942.28,Proj3
2013-08-16,2714.25,3602.78,888.53,Proj4
2013-08-19,2836.4,3589.09,752.69,Proj1
2013-08-20,2885.6,3613.59,727.99,Proj3
2013-08-21,2759.28,3599.79,840.51,Proj8
2013-08-22,2599.72,3638.71,1038.99,Proj3
2013-08-23,2701.64,3657.79,956.15,Proj3
2013-08-26,5149.098,4389.084,796.96,Proj5
2013-08-27,2744.47,3578.52,834.05,Proj3
2013-08-28,2819.09,3593.35,774.26,Proj1
2013-08-29,2679.92,3620.3,940.38,Proj2
2013-08-30,2616.15,3589.87,973.72,Proj7
2013-09-03,2730.45,3612.61,882.16,Proj4
2013-09-04,4857.336,4378.848,950.52,Proj5
2013-09-05,5169.366,4390.536,786.91,Proj5
2013-09-06,2787.78,3660.01,872.23,Proj2
2013-09-09,2976.89,3706.18,729.29,Proj2
2013-09-10,2756.31,3729.02,972.71,Proj1
2013-09-11,2844.03,3725.01,880.98,Proj3
2013-09-12,2675.15,3715.97,1040.82,Proj4
2013-09-13,2759.81,3722.18,962.37,Proj3
2013-09-16,2714.5,3717.85,1003.35,Proj4
2013-09-17,5150.5560000000005,4494.839999999999,884.28,Proj5
2013-09-18,2591.01,3783.64,1192.63,Proj1
2013-09-19,2788.4,3789.38,1000.98,Proj1
2013-09-20,2908.98,3774.73,865.75,Proj7
2013-09-23,3021.99,3765.29,743.3,Proj1
2013-09-24,2874.9,3768.25,893.35,Proj8
2013-09-25,7133.825000000001,6393.87,907.57,Proj9
2013-09-26,2838.38,3787.43,949.05,Proj2
2013-09-27,2722.53,3781.59,1059.06,Proj3
2013-09-30,2869.32,3771.48,902.16,Proj6
2013-10-01,5417.928,4581.576,808.02,Proj5
2013-10-02,2936.76,3815.02,878.26,Proj1
2013-10-03,5158.692,4529.208,908.4,Proj5
2013-10-04,2864.15,3807.75,943.6,Proj2
2013-10-07,2670.87,3770.38,1099.51,Proj3
2013-10-08,3021.34,3694.83,673.49,Proj3
2013-10-09,2696.43,3677.78,981.35,Proj4
2013-10-10,2909.65,3760.75,851.1,Proj8
2013-10-11,7033.875,6446.179,978.32,Proj9
2013-10-14,2913.23,3815.28,902.05,Proj4
2013-10-15,2704.8,3794.01,1089.21,Proj8
2013-10-16,2963.3,3839.43,876.13,Proj6
2013-10-17,2827.01,3863.15,1036.14,Proj2
2013-10-18,2956.11,3914.28,958.17,Proj4
2013-10-21,2994.54,3920.05,925.51,Proj3
2013-10-22,2810.0,3929.57,1119.57,Proj8
2013-10-23,5137.974,4688.484,1052.64,Proj5
2013-10-24,3035.15,3928.96,893.81,Proj2
2013-10-25,3070.21,3943.36,873.15,Proj2
2013-10-28,2866.97,3940.13,1073.16,Proj2
2013-10-29,2719.05,3952.34,1233.29,Proj4
2013-10-30,2860.67,3930.62,1069.95,Proj1
2013-10-31,5044.23,4703.652,1117.36,Proj5
2013-11-01,7318.049999999999,6667.468,994.82,Proj9
2013-11-04,2835.62,3936.59,1100.97,Proj3
2013-11-05,2968.76,3939.86,971.1,Proj3
2013-11-06,2789.82,3931.95,1142.13,Proj1
2013-11-07,2868.08,3857.33,989.25,Proj8
2013-11-08,2937.08,3919.23,982.15,Proj4
2013-11-11,3043.79,3919.79,876.0,Proj3
2013-11-12,2718.83,3919.92,1201.09,Proj4
2013-11-13,2996.87,3965.58,968.71,Proj2
2013-11-14,7478.5,6753.657999999999,981.34,Proj9
2013-11-15,3118.45,3985.97,867.52,Proj2
2013-11-18,3120.05,3949.07,829.02,Proj6
2013-11-19,2959.81,3931.55,971.74,Proj1
2013-11-20,2838.92,3921.27,1082.35,Proj6
2013-11-21,3162.35,3969.16,806.81,Proj8
2013-11-22,5309.892,4789.98,1041.71,Proj5
2013-11-25,8023.575,6790.769,785.14,Proj9
2013-11-26,5219.568,4821.3,1117.99,Proj5
2013-11-27,2952.13,4044.75,1092.62,Proj3
2013-11-29,3092.63,4059.89,967.26,Proj8
2013-12-02,2924.31,4045.26,1120.95,Proj7
2013-12-03,3117.18,4037.2,920.02,Proj6
2013-12-04,2912.36,4038.0,1125.64,Proj4
2013-12-05,3014.99,4033.17,1018.18,Proj2
2013-12-06,3161.6,4062.52,900.92,Proj6
2013-12-09,3047.68,4068.75,1021.07,Proj3
2013-12-10,2973.28,4060.49,1087.21,Proj6
2013-12-11,3018.44,4003.81,985.37,Proj3
2013-12-12,2861.9,3998.4,1136.5,Proj7
2013-12-13,5264.694,4801.1759999999995,1076.15,Proj5
2013-12-16,2787.27,4029.52,1242.25,Proj2
2013-12-17,3046.39,4023.68,977.29,Proj7
2013-12-18,5572.26,4884.072,974.36,Proj5
2013-12-19,2795.21,4058.14,1262.93,Proj3
2013-12-20,7771.15,6978.057999999999,996.28,Proj9
2013-12-23,3058.23,4148.9,1090.67,Proj2
2013-12-24,5593.896,4986.504,1047.7,Proj5
2013-12-26,3213.55,4167.18,953.63,Proj1
2013-12-27,3041.44,4156.59,1115.15,Proj4
2013-12-30,3231.46,4154.2,922.74,Proj8
2013-12-31,7989.25,7100.203,980.89,Proj9
2014-01-02,3164.25,4143.07,978.82,Proj7
2014-01-03,3232.89,4131.91,899.02,Proj2
2014-01-06,3093.41,4113.68,1020.27,Proj3
2014-01-07,3180.46,4153.18,972.72,Proj3
2014-01-08,3227.41,4165.61,938.2,Proj2
2014-01-09,3146.72,4156.19,1009.47,Proj1
2014-01-10,3051.5,4174.67,1123.17,Proj7
2014-01-13,3039.8,4113.3,1073.5,Proj8
2014-01-14,3081.52,4183.02,1101.5,Proj7
2014-01-15,3111.07,4214.88,1103.81,Proj4
2014-01-16,5809.032,5062.427999999999,991.45,Proj5
2014-01-17,5514.642,5037.096,1133.89,Proj5
2014-01-21,3310.63,4225.76,915.13,Proj3
2014-01-22,3321.67,4243.0,921.33,Proj7
2014-01-23,3137.76,4218.88,1081.12,Proj1
2014-01-24,2943.04,4128.17,1185.13,Proj4
2014-01-27,3008.82,4083.61,1074.79,Proj7
2014-01-28,3066.4,4097.96,1031.56,Proj1
2014-01-29,2924.66,4051.43,1126.77,Proj2
2014-01-30,3107.81,4123.13,1015.32,Proj4
2014-01-31,3147.37,4103.88,956.51,Proj7
2014-02-03,2952.85,3996.96,1044.11,Proj1
2014-02-04,2987.71,4031.52,1043.81,Proj2
2014-02-05,5414.85,4813.86,1003.3,Proj5
2014-02-06,3075.41,4057.12,981.71,Proj3
2014-02-07,3096.77,4125.86,1029.09,Proj4
2014-02-10,3023.08,4148.17,1125.09,Proj4
2014-02-11,5787.8099999999995,5029.26,975.6,Proj5
2014-02-12,3136.61,4201.29,1064.68,Proj6
2014-02-13,5824.494,5088.804,1004.84,Proj5
2014-02-14,3230.72,4244.02,1013.3,Proj6
2014-02-18,2988.34,4272.78,1284.44,Proj2
2014-02-19,7530.625,7204.514999999999,1225.7,Proj9
2014-02-20,2986.26,4267.55,1281.29,Proj4
2014-02-21,7816.3,7247.797,1136.89,Proj9
2014-02-24,8148.7,7298.049,1033.49,Proj9
2014-02-25,3132.55,4287.59,1155.04,Proj6
2014-02-26,3095.31,4292.06,1196.75,Proj1
2014-02-27,3300.3,4318.93,1018.63,Proj3
2014-02-28,3279.54,4308.12,1028.58,Proj3
2014-03-03,3064.43,4277.3,1212.87,Proj3
2014-03-04,3327.14,4351.97,1024.83,Proj2
2014-03-05,3451.23,4357.97,906.74,Proj6
2014-03-06,3285.83,4352.13,1066.3,Proj2
2014-03-07,3301.29,4336.22,1034.93,Proj3
2014-03-10,3023.78,4334.45,1310.67,Proj8
2014-03-11,3147.44,4307.19,1159.75,Proj8
2014-03-12,3045.82,4323.33,1277.51,Proj7
2014-03-13,3337.49,4260.42,922.93,Proj4
2014-03-14,3141.14,4245.4,1104.26,Proj7
2014-03-17,3271.01,4279.95,1008.94,Proj6
2014-03-18,3096.71,4333.31,1236.6,Proj3
2014-03-19,3241.98,4307.6,1065.62,Proj4
2014-03-20,3356.56,4319.29,962.73,Proj1
2014-03-21,3466.29,4276.79,810.5,Proj4
2014-03-24,3184.19,4226.39,1042.2,Proj2
2014-03-25,5563.278,5081.124000000001,1143.56,Proj5
2014-03-26,7788.925,7095.085999999999,1058.01,Proj9
2014-03-27,7899.375,7057.090999999999,991.48,Proj9
2014-03-28,3169.12,4155.76,986.64,Proj7
2014-03-31,5705.928,5038.788,1029.03,Proj5
2014-04-01,5837.382,5121.648,1025.05,Proj5
2014-04-02,3379.86,4276.46,896.6,Proj7
2014-04-03,3163.97,4237.74,1073.77,Proj8
2014-04-04,3164.22,4127.73,963.51,Proj4
2014-04-07,3212.48,4079.75,867.27,Proj4
2014-04-08,3080.86,4112.99,1032.13,Proj2
2014-04-09,7737.474999999999,7112.629999999999,1088.91,Proj9
2014-04-10,3059.18,4054.11,994.93,Proj3
2014-04-11,5294.394,4799.6759999999995,1058.4,Proj5
2014-04-14,2922.17,4022.69,1100.52,Proj3
2014-04-15,3051.98,4034.16,982.18,Proj2
2014-04-16,5858.478,4903.476,831.52,Proj5
2014-04-17,3038.62,4095.52,1056.9,Proj3
2014-04-21,7527.05,7006.635,1110.73,Proj9
2014-04-22,2967.57,4161.46,1193.89,Proj7
2014-04-23,3076.17,4126.97,1050.8,Proj3
2014-04-24,3217.4,4148.34,930.94,Proj3
2014-04-25,3079.63,4075.56,995.93,Proj6
2014-04-28,7317.174999999999,6926.48,1147.53,Proj9
2014-04-29,7706.25,6976.018,1021.04,Proj9
2014-04-30,3203.83,4114.56,910.73,Proj3
2014-05-01,2923.06,4127.45,1204.39,Proj2
2014-05-02,3176.19,4123.9,947.71,Proj6
2014-05-05,3141.43,4138.06,996.63,Proj4
2014-05-06,5395.284000000001,4896.912,1083.38,Proj5
2014-05-07,2949.59,4067.67,1118.08,Proj4
2014-05-08,5544.504000000001,4861.8,971.22,Proj5
2014-05-09,7221.625,6922.179,1183.22,Proj9
2014-05-12,3132.51,4143.86,1011.35,Proj2
2014-05-13,7534.325,7021.289,1116.44,Proj9
2014-05-14,3134.21,4100.63,966.42,Proj8
2014-05-15,3122.41,4069.29,946.88,Proj3
2014-05-16,3045.85,4090.59,1044.74,Proj8
2014-05-19,3109.74,4125.81,1016.07,Proj1
2014-05-20,3161.31,4096.89,935.58,Proj7
2014-05-21,3142.32,4131.54,989.22,Proj8
2014-05-22,3236.43,4154.34,917.91,Proj7
2014-05-23,7879.700000000001,7115.877,1033.93,Proj9
2014-05-27,3170.59,4237.07,1066.48,Proj1
2014-05-28,5894.118,5070.096,950.57,Proj5
2014-05-29,3107.7,4247.95,1140.25,Proj2
2014-05-30,3280.86,4242.62,961.76,Proj2
2014-06-02,3012.79,4237.2,1224.41,Proj4
2014-06-03,3262.03,4234.08,972.05,Proj7
2014-06-04,3163.62,4251.64,1088.02,Proj6
2014-06-05,3072.97,4296.23,1223.26,Proj3
2014-06-06,3283.35,4321.4,1038.04,Proj3
2014-06-09,3200.66,4336.24,1135.58,Proj4
2014-06-10,3190.7,4338.0,1147.3,Proj1
2014-06-11,3116.52,4331.93,1215.41,Proj4
2014-06-12,3118.71,4297.63,1178.92,Proj1
2014-06-13,3307.58,4310.65,1003.07,Proj2
2014-06-16,3220.54,4321.1,1100.56,Proj3
2014-06-17,3316.62,4337.23,1020.61,Proj2
2014-06-18,3252.95,4362.84,1109.89,Proj3
2014-06-19,8267.775,7410.861,1052.22,Proj9
2014-06-20,3340.6,4368.04,1027.44,Proj1
2014-06-23,3223.53,4368.68,1145.15,Proj8
2014-06-24,3175.21,4350.35,1175.14,Proj3
2014-06-25,3249.7,4379.76,1130.06,Proj4
2014-06-26,3178.99,4379.05,1200.06,Proj7
2014-06-27,3380.29,4397.93,1017.64,Proj7
2014-06-30,3365.6,4408.18,1042.58,Proj8
2014-07-01,3272.31,4458.65,1186.34,Proj3
2014-07-02,3363.09,4457.73,1094.64,Proj1
2014-07-03,3384.89,4485.93,1101.04,Proj4
2014-07-07,3280.4,4451.53,1171.13,Proj6
2014-07-08,3181.36,4391.46,1210.1,Proj7
2014-07-09,3278.79,4419.03,1140.24,Proj6
2014-07-10,8150.825,7473.539999999999,1135.87,Proj9
2014-07-11,3218.1,4415.49,1197.39,Proj2
2014-07-14,3363.17,4440.42,1077.25,Proj7
2014-07-15,3318.77,4416.39,1097.62,Proj6
2014-07-16,3353.84,4425.97,1072.13,Proj2
2014-07-17,5990.22,5236.139999999999,1035.55,Proj5
2014-07-18,3491.2,4432.15,940.95,Proj7
2014-07-21,6214.932,5309.639999999999,971.96,Proj5
2014-07-22,3405.91,4456.02,1050.11,Proj4
2014-07-23,3407.65,4473.7,1066.05,Proj1
2014-07-24,3364.96,4472.11,1107.15,Proj2
2014-07-25,6029.676,5339.472000000001,1099.74,Proj5
2014-07-28,3221.27,4444.91,1223.64,Proj4
2014-07-29,3279.65,4442.7,1163.05,Proj4
2014-07-30,3509.55,4462.9,953.35,Proj6
2014-07-31,3293.93,4369.77,1075.84,Proj1
2014-08-01,3345.8,4352.64,1006.84,Proj2
2014-08-04,3231.68,4383.89,1152.21,Proj4
2014-08-05,5896.476000000001,5223.408,1077.02,Proj5
2014-08-06,3249.82,4355.05,1105.23,Proj4
2014-08-07,3241.21,4334.97,1093.76,Proj7
2014-08-08,3185.5,4370.9,1185.4,Proj7
2014-08-11,3264.7,4401.33,1136.63,Proj8
2014-08-12,8602.7,7461.724999999999,948.17,Proj9
2014-08-13,3229.04,4434.13,1205.09,Proj1
2014-08-14,3367.81,4453.0,1085.19,Proj3
2014-08-15,3417.5,4464.93,1047.43,Proj7
2014-08-18,8216.900000000001,7664.127,1221.55,Proj9
2014-08-19,3575.89,4527.51,951.62,Proj1
2014-08-20,8531.5,7695.015999999999,1113.88,Proj9
2014-08-21,3306.03,4532.1,1226.07,Proj3
2014-08-22,6184.331999999999,5446.26,1102.81,Proj5
2014-08-25,3250.61,4557.35,1306.74,Proj3
2014-08-26,3306.35,4570.64,1264.29,Proj7
2014-08-27,3385.3,4569.62,1184.32,Proj8
2014-08-28,3617.95,4557.7,939.76,Proj1
2014-08-29,3394.39,4580.27,1185.88,Proj8
2014-09-02,8315.5,7816.922999999999,1271.99,Proj9
2014-09-03,3565.48,4572.56,1007.08,Proj8
2014-09-04,3466.78,4562.29,1095.51,Proj4
2014-09-05,3493.61,4582.9,1089.29,Proj7
2014-09-08,6197.346,5510.748,1149.32,Proj5
2014-09-09,3485.27,4552.29,1067.02,Proj6
2014-09-10,3532.67,4586.52,1053.85,Proj4
2014-09-11,3462.55,4591.81,1129.26,Proj7
2014-09-12,3453.61,4567.6,1113.99,Proj3
2014-09-15,8617.075,7682.129999999999,1072.07,Proj9
2014-09-16,8618.724999999999,7739.692,1105.27,Proj9
2014-09-17,3336.98,4562.19,1225.21,Proj3
2014-09-18,8387.425,7808.831,1238.46,Proj9
2014-09-19,3442.93,4579.79,1136.86,Proj3
2014-09-22,3325.16,4527.69,1202.53,Proj1
2014-09-23,6169.23,5410.427999999999,1081.34,Proj5
2014-09-24,6116.706,5466.264,1157.05,Proj5
2014-09-25,3418.71,4466.75,1048.04,Proj2
2014-09-26,3447.49,4512.19,1064.7,Proj2
2014-09-29,7986.925,7659.945000000001,1311.08,Proj9
2014-09-30,3347.52,4493.39,1145.87,Proj3
2014-10-01,3458.46,4422.09,963.63,Proj4
2014-10-02,3347.52,4430.2,1082.68,Proj2
2014-10-03,8401.825,7608.553999999999,1114.89,Proj9
2014-10-06,5706.846,5345.76,1284.33,Proj5
2014-10-07,3428.98,4385.2,956.22,Proj8
2014-10-08,3186.17,4468.59,1282.42,Proj6
2014-10-09,8474.625,7443.178,988.49,Proj9
2014-10-10,3144.21,4276.24,1132.03,Proj2
2014-10-13,3311.02,4213.66,902.64,Proj8
2014-10-14,2999.77,4227.17,1227.4,Proj4
2014-10-15,3179.39,4215.32,1035.93,Proj8
2014-10-16,3320.9,4217.39,896.49,Proj1
2014-10-17,3251.13,4258.44,1007.31,Proj3
2014-10-20,3096.92,4316.07,1219.15,Proj4
2014-10-21,3194.84,4419.48,1224.64,Proj6
2014-10-22,3247.77,4382.85,1135.08,Proj8
2014-10-23,3307.42,4452.79,1145.37,Proj1
2014-10-24,3413.85,4483.72,1069.87,Proj1
2014-10-27,3233.24,4485.93,1252.69,Proj6
