date,cost_of_sales,selling_price,net_profit,project_category,project_name
2011-09-22,1892.88,2455.67,562.79,Category4,Proj2
2011-09-23,1838.37,2483.23,644.86,Category4,Proj9
2011-09-26,1869.77,2516.69,646.92,Category5,Proj3
2011-09-27,1703.26,2546.83,843.57,Category3,Proj4
2011-09-28,1854.3,2491.58,637.28,Category6,Proj4
2011-09-29,1772.16,2480.76,708.6,Category6,Proj4
2011-09-30,1764.46,2415.4,650.94,Category5,Proj7
2011-10-03,1792.63,2335.83,543.2,Category4,Proj9
2011-10-04,1828.62,2404.82,576.2,Category2,Proj2
2011-10-05,1925.6,2460.51,534.91,Category2,Proj1
2011-10-06,1929.51,2506.82,577.31,Category6,Proj10
2011-10-07,1929.06,2479.35,550.29,Category6,Proj5
2011-10-10,1923.26,2566.05,642.79,Category6,Proj2
2011-10-11,1902.96,2583.03,680.07,Category4,Proj10
2011-10-12,1969.63,2604.73,635.1,Category3,Proj5
2011-10-13,1944.02,2620.24,676.22,Category1,Proj9
2011-10-14,2052.7,2667.85,615.15,Category1,Proj9
2011-10-17,1983.5,2614.92,631.42,Category6,Proj2
2011-10-18,2019.69,2657.43,637.74,Category5,Proj4
2011-10-19,1977.86,2604.04,626.18,Category1,Proj8
2011-10-20,2002.17,2598.62,596.45,Category2,Proj7
2011-10-21,2151.47,2637.46,485.99,Category3,Proj4
2011-10-24,2091.75,2699.44,607.69,Category5,Proj3
2011-10-25,1994.86,2638.42,643.56,Category4,Proj9
2011-10-26,1835.06,2650.67,815.61,Category2,Proj10
2011-10-27,2108.82,2738.63,629.81,Category2,Proj5
2011-10-28,2002.24,2737.15,734.91,Category4,Proj3
2011-10-31,1817.27,2684.41,867.14,Category5,Proj1
2011-11-01,2037.58,2606.96,569.38,Category4,Proj5
2011-11-02,2020.93,2639.98,619.05,Category6,Proj6
2011-11-03,1745.98,2697.97,951.99,Category4,Proj2
2011-11-04,2134.84,2686.15,551.31,Category4,Proj2
2011-11-07,1911.77,2695.25,783.48,Category1,Proj10
2011-11-08,2218.01,2727.49,509.48,Category3,Proj6
2011-11-09,2084.55,2621.65,537.1,Category6,Proj8
2011-11-10,2011.94,2625.15,613.21,Category6,Proj1
2011-11-11,1939.13,2678.75,739.62,Category1,Proj1
2011-11-14,1915.05,2657.22,742.17,Category2,Proj3
2011-11-15,2017.57,2686.2,668.63,Category5,Proj9
2011-11-16,1910.97,2639.61,728.64,Category3,Proj5
2011-11-17,1992.29,2587.99,595.7,Category2,Proj1
2011-11-18,1831.41,2572.5,741.09,Category6,Proj1
2011-11-21,1900.71,2523.14,622.43,Category1,Proj3
2011-11-22,1980.34,2521.28,540.94,Category6,Proj1
2011-11-23,1829.86,2460.08,630.22,Category3,Proj7
2011-11-25,1868.8,2441.51,572.71,Category4,Proj8
2011-11-28,1805.23,2527.34,722.11,Category4,Proj1
2011-11-29,1757.73,2515.51,757.78,Category1,Proj9
2011-11-30,1957.3,2620.34,663.04,Category1,Proj7
2011-12-01,1774.49,2626.2,851.71,Category2,Proj2
2011-12-02,1902.15,2626.93,724.78,Category2,Proj7
2011-12-05,1992.91,2655.76,662.85,Category6,Proj2
2011-12-06,1993.68,2649.56,655.88,Category1,Proj4
2011-12-07,2024.97,2649.21,624.24,Category6,Proj3
2011-12-08,1897.33,2596.38,699.05,Category5,Proj6
2011-12-09,1940.34,2646.85,706.51,Category5,Proj3
2011-12-12,1927.86,2612.26,684.4,Category1,Proj7
2011-12-13,1990.0,2579.27,589.27,Category2,Proj10
2011-12-14,1923.07,2539.31,616.24,Category3,Proj3
2011-12-15,1823.15,2541.01,717.86,Category4,Proj2
2011-12-16,1808.97,2555.33,746.36,Category4,Proj4
2011-12-19,1730.27,2523.14,792.87,Category5,Proj1
2011-12-20,1908.21,2603.73,695.52,Category1,Proj7
2011-12-21,1894.22,2577.97,683.75,Category3,Proj9
2011-12-22,2040.14,2599.45,559.31,Category6,Proj6
2011-12-23,1862.31,2618.64,756.33,Category4,Proj4
2011-12-27,2156.84,2625.2,468.36,Category5,Proj10
2011-12-28,1676.09,2589.98,913.89,Category1,Proj1
2011-12-29,2018.45,2613.74,595.29,Category4,Proj1
2011-12-30,2017.4,2605.15,587.75,Category5,Proj4
2012-01-03,1969.34,2648.72,679.38,Category1,Proj10
2012-01-04,1781.6,2648.36,866.76,Category1,Proj1
2012-01-05,1924.93,2669.86,744.93,Category1,Proj6
2012-01-06,2037.41,2674.22,636.81,Category1,Proj5
2012-01-09,2046.18,2676.56,630.38,Category2,Proj1
2012-01-10,2002.87,2702.5,699.63,Category1,Proj3
2012-01-11,2079.02,2710.76,631.74,Category1,Proj6
2012-01-12,1955.74,2724.7,768.96,Category5,Proj4
2012-01-13,1960.71,2710.67,749.96,Category1,Proj10
2012-01-17,2025.1,2728.08,702.98,Category3,Proj6
2012-01-18,1916.96,2769.71,852.75,Category3,Proj6
2012-01-19,2261.11,2788.33,527.22,Category6,Proj3
2012-01-20,1993.37,2786.7,793.33,Category6,Proj5
2012-01-23,2045.46,2784.17,738.71,Category2,Proj5
2012-01-24,2268.34,2786.64,518.3,Category1,Proj3
2012-01-25,2020.55,2818.31,797.76,Category1,Proj1
2012-01-26,2139.59,2805.28,665.69,Category2,Proj2
2012-01-27,2124.03,2816.55,692.52,Category4,Proj2
2012-01-30,2194.09,2811.94,617.85,Category3,Proj10
2012-01-31,2215.2,2813.84,598.64,Category3,Proj8
2012-02-01,2180.15,2848.27,668.12,Category5,Proj3
2012-02-02,2012.64,2859.68,847.04,Category6,Proj1
2012-02-03,2318.78,2905.66,586.88,Category4,Proj7
2012-02-06,2021.09,2901.99,880.9,Category4,Proj3
2012-02-07,2065.42,2904.08,838.66,Category5,Proj6
2012-02-08,2296.25,2915.86,619.61,Category3,Proj2
2012-02-09,2095.51,2927.23,831.72,Category1,Proj5
2012-02-10,1971.24,2903.88,932.64,Category1,Proj9
2012-02-13,2210.83,2931.39,720.56,Category2,Proj2
2012-02-14,2397.27,2931.83,534.56,Category2,Proj4
2012-02-15,2212.8,2915.83,703.03,Category3,Proj2
2012-02-16,2300.82,2959.85,659.03,Category4,Proj2
2012-02-17,2245.22,2951.78,706.56,Category1,Proj3
2012-02-21,2078.61,2948.57,869.96,Category2,Proj8
2012-02-22,2020.99,2933.17,912.18,Category2,Proj10
2012-02-23,2028.95,2956.98,928.03,Category3,Proj9
2012-02-24,2232.68,2963.75,731.07,Category5,Proj2
2012-02-27,2272.13,2966.16,694.03,Category3,Proj7
2012-02-28,2285.29,2986.76,701.47,Category4,Proj5
2012-02-29,2074.51,2966.89,892.38,Category2,Proj8
2012-03-01,2119.5,2988.97,869.47,Category1,Proj3
2012-03-02,2257.74,2976.19,718.45,Category2,Proj10
2012-03-05,2413.61,2950.48,536.87,Category1,Proj1
2012-03-06,2432.51,2910.32,477.81,Category6,Proj6
2012-03-07,2353.17,2935.69,582.52,Category4,Proj2
2012-03-08,2069.37,2970.42,901.05,Category3,Proj9
2012-03-09,2380.69,2988.34,607.65,Category1,Proj5
2012-03-12,2291.82,2983.66,691.84,Category6,Proj6
2012-03-13,2088.08,3039.88,951.8,Category3,Proj2
2012-03-14,2248.84,3040.73,791.89,Category1,Proj6
2012-03-15,2190.8,3056.37,865.57,Category4,Proj1
2012-03-16,2205.14,3055.26,850.12,Category1,Proj3
2012-03-19,2330.18,3078.32,748.14,Category2,Proj6
2012-03-20,2328.15,3074.15,746.0,Category5,Proj1
2012-03-21,2342.12,3075.32,733.2,Category5,Proj3
2012-03-22,2407.06,3063.32,656.26,Category3,Proj7
2012-03-23,2228.43,3067.92,839.49,Category3,Proj1
2012-03-26,2221.27,3122.57,901.3,Category6,Proj10
2012-03-27,2254.17,3120.35,866.18,Category2,Proj2
2012-03-28,2444.79,3104.96,660.17,Category6,Proj9
2012-03-29,2406.46,3095.36,688.9,Category5,Proj1
2012-03-30,2217.13,3091.57,874.44,Category1,Proj2
2012-04-02,2511.01,3119.7,608.69,Category6,Proj7
2012-04-03,2470.39,3113.57,643.18,Category1,Proj2
2012-04-04,2300.17,3068.09,767.92,Category5,Proj2
2012-04-05,2210.07,3080.5,870.43,Category5,Proj4
2012-04-09,2311.29,3047.08,735.79,Category4,Proj9
2012-04-10,2141.2,2991.22,850.02,Category2,Proj6
2012-04-11,2240.97,3016.46,775.49,Category4,Proj4
2012-04-12,2156.85,3055.55,898.7,Category3,Proj5
2012-04-13,2313.47,3011.33,697.86,Category2,Proj8
2012-04-16,2158.62,2988.4,829.78,Category4,Proj2
2012-04-17,2435.82,3042.82,607.01,Category3,Proj3
2012-04-18,2194.05,3031.45,837.4,Category1,Proj1
2012-04-19,2196.54,3007.56,811.02,Category6,Proj9
2012-04-20,2276.79,3000.45,723.66,Category3,Proj10
2012-04-23,2378.58,2970.45,591.87,Category3,Proj10
2012-04-24,2286.56,2961.6,675.04,Category1,Proj8
2012-04-25,2302.18,3029.63,727.45,Category5,Proj9
2012-04-26,2502.26,3050.61,548.35,Category5,Proj4
2012-04-27,2237.74,3069.2,831.46,Category1,Proj2
2012-04-30,2130.06,3046.36,916.3,Category2,Proj8
2012-05-01,2276.92,3050.44,773.52,Category3,Proj8
2012-05-02,2272.13,3059.85,787.72,Category5,Proj10
2012-05-03,2133.08,3024.3,891.22,Category6,Proj10
2012-05-04,2600.73,2956.34,355.61,Category4,Proj6
2012-05-07,2285.73,2957.76,672.03,Category6,Proj6
2012-05-08,2339.69,2946.27,606.58,Category4,Proj8
2012-05-09,2226.31,2934.71,708.4,Category3,Proj1
2012-05-10,2418.1,2933.64,515.54,Category3,Proj10
2012-05-11,2257.45,2933.82,676.37,Category5,Proj8
2012-05-14,2115.89,2902.58,786.69,Category5,Proj5
2012-05-15,2242.07,2893.76,651.69,Category1,Proj1
2012-05-16,2130.93,2874.04,743.11,Category4,Proj2
2012-05-17,2266.64,2813.69,547.05,Category4,Proj6
2012-05-18,1956.83,2778.79,821.96,Category4,Proj1
2012-05-21,2160.93,2847.21,686.28,Category2,Proj8
2012-05-22,2309.09,2839.08,529.99,Category4,Proj1
2012-05-23,2028.48,2850.12,821.64,Category2,Proj5
2012-05-24,2048.68,2839.38,790.7,Category4,Proj10
2012-05-25,2276.31,2837.53,561.22,Category4,Proj5
2012-05-29,2057.64,2870.99,813.35,Category4,Proj1
2012-05-30,2228.74,2837.36,608.62,Category2,Proj7
2012-05-31,2170.62,2827.34,656.72,Category4,Proj3
2012-06-01,2144.24,2747.48,603.24,Category4,Proj7
2012-06-04,2039.39,2760.01,720.62,Category5,Proj8
2012-06-05,2102.15,2778.11,675.96,Category5,Proj7
2012-06-06,1954.56,2844.72,890.16,Category4,Proj10
2012-06-07,2188.94,2831.02,642.08,Category6,Proj7
2012-06-08,1960.34,2858.42,898.08,Category4,Proj8
2012-06-11,2078.83,2809.73,730.9,Category3,Proj2
2012-06-12,2154.36,2843.07,688.71,Category3,Proj5
2012-06-13,1976.79,2818.61,841.82,Category4,Proj2
2012-06-14,2140.0,2836.33,696.33,Category3,Proj10
2012-06-15,2087.34,2872.8,785.46,Category3,Proj9
2012-06-18,2079.0,2895.33,816.33,Category4,Proj4
2012-06-19,2130.42,2929.76,799.34,Category3,Proj2
2012-06-20,2201.5,2930.45,728.95,Category4,Proj4
2012-06-21,2070.72,2859.09,788.37,Category6,Proj7
2012-06-22,2050.87,2892.42,841.55,Category3,Proj3
2012-06-25,2384.76,2836.16,451.4,Category1,Proj1
2012-06-26,2120.97,2854.06,733.09,Category2,Proj5
2012-06-27,2267.09,2875.32,608.23,Category6,Proj6
2012-06-28,2146.76,2849.49,702.73,Category1,Proj10
2012-06-29,2230.87,2935.05,704.18,Category3,Proj9
2012-07-02,2216.41,2951.23,734.82,Category4,Proj6
2012-07-03,2109.75,2976.08,866.33,Category4,Proj1
2012-07-05,2217.98,2976.12,758.14,Category2,Proj10
2012-07-06,2223.31,2937.33,714.02,Category6,Proj7
2012-07-09,2139.62,2931.77,792.15,Category6,Proj3
2012-07-10,2248.45,2902.33,653.89,Category3,Proj8
2012-07-11,2247.27,2887.98,640.71,Category4,Proj2
2012-07-12,2096.15,2866.19,770.04,Category6,Proj5
2012-07-13,2292.41,2908.47,616.06,Category3,Proj4
2012-07-16,2215.78,2896.94,681.16,Category1,Proj3
2012-07-17,2238.21,2910.04,671.83,Category6,Proj5
2012-07-18,2240.06,2942.6,702.54,Category3,Proj3
2012-07-19,2193.8,2965.9,772.1,Category1,Proj1
2012-07-20,2077.92,2925.3,847.38,Category5,Proj4
2012-07-23,2251.58,2890.15,638.57,Category4,Proj10
2012-07-24,2248.72,2862.99,614.27,Category6,Proj9
2012-07-25,2162.18,2854.24,692.06,Category2,Proj3
2012-07-26,2367.07,2893.25,526.18,Category3,Proj10
2012-07-27,2189.83,2958.09,768.26,Category2,Proj2
2012-07-30,2352.76,2945.84,593.08,Category6,Proj9
2012-07-31,1990.26,2939.52,949.26,Category1,Proj7
2012-08-01,2141.73,2920.21,778.48,Category6,Proj9
2012-08-02,2290.24,2909.77,619.53,Category1,Proj2
2012-08-03,2280.61,2967.9,687.29,Category6,Proj8
2012-08-06,2249.94,2989.91,739.97,Category1,Proj5
2012-08-07,2159.88,3015.86,855.98,Category5,Proj3
2012-08-08,2202.41,3011.25,808.84,Category5,Proj4
2012-08-09,2411.39,3018.64,607.25,Category4,Proj4
2012-08-10,2203.12,3020.86,817.74,Category3,Proj5
2012-08-13,2239.95,3022.52,782.57,Category1,Proj2
2012-08-14,2392.16,3016.98,624.82,Category2,Proj9
2012-08-15,2300.65,3030.93,730.28,Category4,Proj1
2012-08-16,2201.78,3062.39,860.61,Category6,Proj8
2012-08-17,2289.74,3076.59,786.85,Category4,Proj1
2012-08-20,2343.19,3076.21,733.02,Category3,Proj9
2012-08-21,2371.76,3067.26,695.5,Category5,Proj9
2012-08-22,2431.35,3073.67,642.32,Category6,Proj1
2012-08-23,2037.32,3053.4,1016.08,Category4,Proj2
2012-08-24,2425.59,3069.79,644.2,Category2,Proj3
2012-08-27,2425.56,3073.19,647.63,Category5,Proj8
2012-08-28,2302.23,3077.14,774.91,Category6,Proj3
2012-08-29,2168.28,3081.19,912.91,Category1,Proj7
2012-08-30,2410.78,3048.71,637.93,Category4,Proj6
2012-08-31,2244.62,3066.96,822.34,Category4,Proj2
2012-09-04,2276.09,3075.06,798.97,Category5,Proj8
2012-09-05,2292.63,3069.27,776.64,Category6,Proj7
2012-09-06,2250.13,3135.81,885.68,Category2,Proj5
2012-09-07,2198.67,3136.42,937.75,Category3,Proj9
2012-09-10,2384.59,3104.02,719.43,Category6,Proj3
2012-09-11,2312.76,3104.53,791.77,Category4,Proj9
2012-09-12,2188.2,3114.31,926.11,Category2,Proj8
2012-09-13,2421.05,3155.83,734.78,Category4,Proj8
2012-09-14,2437.69,3183.95,746.26,Category2,Proj2
2012-09-17,2389.64,3178.67,789.03,Category2,Proj9
2012-09-18,2431.87,3177.8,745.93,Category6,Proj10
2012-09-19,2509.72,3182.62,672.9,Category2,Proj10
2012-09-20,2374.82,3175.96,801.14,Category4,Proj1
2012-09-21,2371.88,3179.96,808.08,Category2,Proj4
2012-09-24,2292.38,3160.78,868.4,Category5,Proj7
2012-09-25,2356.2,3117.73,761.53,Category4,Proj3
2012-09-26,2457.9,3093.7,635.8,Category6,Proj4
2012-09-27,2556.09,3136.6,580.51,Category6,Proj10
2012-09-28,2267.79,3116.23,848.44,Category4,Proj6
2012-10-01,2463.53,3113.53,650.0,Category1,Proj7
2012-10-02,2327.79,3120.04,792.25,Category3,Proj9
2012-10-03,2371.12,3135.23,764.11,Category4,Proj1
2012-10-04,2501.68,3149.46,647.78,Category3,Proj5
2012-10-05,2249.99,3136.19,886.2,Category6,Proj4
2012-10-08,2249.76,3112.35,862.59,Category4,Proj5
2012-10-09,2310.21,3065.02,754.81,Category5,Proj3
2012-10-10,2303.2,3051.78,748.58,Category1,Proj7
2012-10-11,2252.5,3049.41,796.91,Category4,Proj7
2012-10-12,2428.94,3044.11,615.17,Category1,Proj2
2012-10-15,2334.98,3064.18,729.2,Category1,Proj9
2012-10-16,2349.96,3101.17,751.21,Category6,Proj8
2012-10-17,2225.98,3104.12,878.14,Category5,Proj7
2012-10-18,2294.88,3072.87,777.99,Category2,Proj9
2012-10-19,2244.82,3005.62,760.8,Category3,Proj7
2012-10-22,2401.02,3016.96,615.94,Category2,Proj5
2012-10-23,2320.87,2990.46,669.59,Category4,Proj1
2012-10-24,2283.64,2981.7,698.06,Category6,Proj6
2012-10-25,2169.81,2986.12,816.31,Category1,Proj2
2012-10-26,2457.99,2987.95,529.96,Category3,Proj8
2012-10-31,2044.51,2977.23,932.72,Category6,Proj9
2012-11-01,2213.68,3020.06,806.38,Category4,Proj9
2012-11-02,2152.02,2982.13,830.11,Category2,Proj3
2012-11-05,2266.97,2999.66,732.69,Category2,Proj10
2012-11-06,2257.33,3011.93,754.6,Category1,Proj7
2012-11-07,2204.58,2937.29,732.71,Category2,Proj9
2012-11-08,2271.21,2895.58,624.37,Category6,Proj7
2012-11-09,2267.44,2904.87,637.43,Category5,Proj6
2012-11-12,2168.05,2904.25,736.2,Category5,Proj1
2012-11-13,2386.52,2883.89,497.37,Category2,Proj9
2012-11-14,2001.9,2846.81,844.91,Category1,Proj3
2012-11-15,2060.15,2836.94,776.79,Category3,Proj6
2012-11-16,2178.45,2853.13,674.68,Category2,Proj8
2012-11-19,2195.27,2916.07,720.8,Category5,Proj9
2012-11-20,2184.94,2916.68,731.74,Category4,Proj10
2012-11-21,2180.04,2926.55,746.51,Category5,Proj5
2012-11-23,2070.27,2966.85,896.58,Category3,Proj1
2012-11-26,2047.05,2976.78,929.73,Category3,Proj10
2012-11-27,2350.9,2967.79,616.89,Category3,Proj4
2012-11-28,2176.91,2991.78,814.87,Category4,Proj5
2012-11-29,2453.75,3012.03,558.28,Category1,Proj3
2012-11-30,2249.34,3010.24,760.9,Category2,Proj3
2012-12-03,2206.1,3002.2,796.1,Category5,Proj6
2012-12-04,2414.94,2996.69,581.75,Category2,Proj9
2012-12-05,2256.68,2973.7,717.02,Category3,Proj2
2012-12-06,2385.73,2989.27,603.54,Category6,Proj6
2012-12-07,2213.11,2978.04,764.93,Category3,Proj2
2012-12-10,2259.16,2986.96,727.8,Category4,Proj7
2012-12-11,2217.18,3022.3,805.12,Category3,Proj8
2012-12-12,2329.07,3013.81,684.74,Category1,Proj2
2012-12-13,2404.31,2992.16,587.85,Category5,Proj5
2012-12-14,2207.88,2971.33,763.45,Category1,Proj10
2012-12-17,2200.87,3010.6,809.73,Category2,Proj3
2012-12-18,2411.61,3054.53,642.92,Category4,Proj4
2012-12-19,2252.24,3044.36,792.12,Category4,Proj10
2012-12-20,2367.73,3050.39,682.66,Category2,Proj4
2012-12-21,2470.45,3021.01,550.56,Category1,Proj2
2012-12-24,2286.78,3012.6,725.82,Category5,Proj6
2012-12-26,2561.21,2990.16,428.95,Category5,Proj4
2012-12-27,2333.51,2985.91,652.4,Category6,Proj5
2012-12-28,2372.76,2960.31,587.55,Category3,Proj7
2012-12-31,2419.86,3019.51,599.65,Category4,Proj8
2013-01-02,2417.17,3112.26,695.09,Category4,Proj2
2013-01-03,2425.16,3100.57,675.41,Category3,Proj8
2013-01-04,2309.0,3101.66,792.66,Category2,Proj1
2013-01-07,2259.42,3098.81,839.39,Category3,Proj4
2013-01-08,2403.07,3091.81,688.74,Category5,Proj5
2013-01-09,2427.79,3105.81,678.02,Category1,Proj8
2013-01-10,2384.67,3121.76,737.09,Category5,Proj9
2013-01-11,2031.81,3125.63,1093.82,Category6,Proj6
2013-01-14,2331.53,3117.5,785.97,Category2,Proj9
2013-01-15,2478.04,3110.78,632.74,Category1,Proj4
2013-01-16,2255.36,3117.54,862.18,Category4,Proj8
2013-01-17,2408.96,3136.0,727.04,Category3,Proj6
2013-01-18,2283.36,3134.71,851.35,Category4,Proj4
2013-01-22,2360.85,3143.18,782.33,Category4,Proj8
2013-01-23,2388.04,3153.67,765.63,Category3,Proj3
2013-01-24,2323.49,3130.38,806.89,Category6,Proj2
2013-01-25,2320.58,3149.71,829.13,Category4,Proj7
2013-01-28,2380.72,3154.3,773.58,Category4,Proj10
2013-01-29,2475.67,3153.66,677.99,Category4,Proj4
2013-01-30,2293.59,3142.31,848.72,Category2,Proj1
2013-01-31,2269.64,3142.13,872.49,Category1,Proj2
2013-02-01,2328.03,3179.1,851.07,Category3,Proj10
2013-02-04,2381.82,3131.17,749.35,Category4,Proj1
2013-02-05,2383.77,3171.58,787.81,Category1,Proj7
2013-02-06,2278.8,3168.48,889.68,Category4,Proj3
2013-02-07,2300.49,3165.13,864.64,Category4,Proj2
2013-02-08,2401.29,3193.87,792.58,Category2,Proj8
2013-02-11,2400.22,3192.0,791.78,Category2,Proj5
2013-02-12,2258.93,3186.49,927.56,Category3,Proj2
2013-02-13,2374.77,3196.88,822.11,Category4,Proj8
2013-02-14,2349.06,3198.66,849.6,Category5,Proj2
2013-02-15,2265.71,3192.03,926.32,Category4,Proj6
2013-02-19,2513.43,3213.59,700.16,Category1,Proj5
2013-02-20,2377.09,3164.41,787.32,Category4,Proj7
2013-02-21,2360.59,3131.49,770.9,Category3,Proj9
2013-02-22,2545.39,3161.82,616.43,Category4,Proj3
2013-02-25,2292.9,3116.25,823.35,Category5,Proj6
2013-02-26,2569.88,3129.65,559.77,Category3,Proj8
2013-02-27,2424.35,3162.26,737.91,Category3,Proj4
2013-02-28,2381.34,3160.19,778.85,Category6,Proj2
2013-03-01,2346.51,3169.74,823.23,Category3,Proj5
2013-03-04,2363.92,3182.03,818.11,Category2,Proj5
2013-03-05,2404.02,3224.13,820.11,Category3,Proj1
2013-03-06,2375.1,3222.37,847.27,Category6,Proj9
2013-03-07,2443.28,3232.09,788.81,Category4,Proj10
2013-03-08,2432.43,3244.37,811.94,Category2,Proj4
2013-03-11,2276.3,3252.87,976.57,Category3,Proj3
2013-03-12,2453.77,3242.32,788.55,Category5,Proj1
2013-03-13,2463.64,3245.12,781.48,Category3,Proj4
2013-03-14,2475.05,3258.93,783.88,Category5,Proj7
2013-03-15,2380.64,3249.07,868.43,Category3,Proj9
2013-03-18,2456.11,3237.59,781.48,Category2,Proj1
2013-03-19,2427.65,3229.1,801.45,Category1,Proj9
2013-03-20,2484.58,3254.19,769.61,Category3,Proj2
2013-03-21,2196.23,3222.6,1026.37,Category4,Proj1
2013-03-22,2466.84,3245.0,778.16,Category6,Proj8
2013-03-25,2213.55,3235.3,1021.75,Category5,Proj7
2013-03-26,2424.22,3252.48,828.26,Category3,Proj10
2013-03-27,2349.1,3256.52,907.42,Category2,Proj7
2013-03-28,2406.24,3267.52,861.28,Category6,Proj4
2013-04-01,2420.63,3239.17,818.54,Category3,Proj6
2013-04-02,2473.95,3254.86,780.91,Category4,Proj10
2013-04-03,2405.29,3218.6,813.31,Category5,Proj6
2013-04-04,2427.86,3224.98,797.12,Category4,Proj7
2013-04-05,2357.65,3203.86,846.21,Category6,Proj10
2013-04-08,2634.16,3222.25,588.09,Category5,Proj8
2013-04-09,2292.24,3237.86,945.62,Category5,Proj10
2013-04-10,2366.03,3297.25,931.22,Category1,Proj10
2013-04-11,2492.04,3300.16,808.12,Category5,Proj10
2013-04-12,2442.82,3294.95,852.13,Category3,Proj4
2013-04-15,2305.92,3216.49,910.57,Category6,Proj7
2013-04-16,2504.07,3264.63,760.56,Category1,Proj2
2013-04-17,2303.38,3204.67,901.29,Category1,Proj6
2013-04-18,2301.61,3166.36,864.75,Category6,Proj6
2013-04-19,2219.14,3206.06,986.92,Category3,Proj9
2013-04-22,2343.07,3233.55,890.48,Category3,Proj1
2013-04-23,2281.41,3269.33,987.92,Category1,Proj3
2013-04-24,2305.39,3269.65,964.26,Category4,Proj5
2013-04-25,2450.08,3289.99,839.91,Category1,Proj9
2013-04-26,2443.71,3279.26,835.55,Category4,Proj8
2013-04-29,2429.9,3307.02,877.12,Category5,Proj8
2013-04-30,2480.35,3328.79,848.44,Category1,Proj1
2013-05-01,2475.15,3299.13,823.98,Category3,Proj7
2013-05-02,2535.53,3340.62,805.09,Category2,Proj10
2013-05-03,2573.43,3378.63,805.2,Category4,Proj6
2013-05-06,2501.2,3392.97,891.77,Category3,Proj9
2013-05-07,2597.91,3396.63,798.72,Category4,Proj5
2013-05-08,2566.31,3413.27,846.96,Category1,Proj5
2013-05-09,2614.78,3409.17,794.39,Category1,Proj2
2013-05-10,2597.47,3436.58,839.11,Category4,Proj5
2013-05-13,2612.79,3438.79,826.0,Category4,Proj7
2013-05-14,2689.74,3462.61,772.87,Category5,Proj4
2013-05-15,2358.44,3471.62,1113.18,Category4,Proj4
2013-05-16,2516.65,3465.24,948.59,Category6,Proj4
2013-05-17,2766.51,3498.97,732.46,Category6,Proj4
2013-05-20,2487.54,3496.43,1008.89,Category4,Proj2
2013-05-21,2690.15,3502.12,811.97,Category6,Proj2
2013-05-22,2473.33,3463.3,989.97,Category2,Proj4
2013-05-23,2522.03,3459.42,937.39,Category4,Proj2
2013-05-24,2498.75,3459.14,960.39,Category1,Proj3
2013-05-28,2720.02,3488.89,768.87,Category3,Proj10
2013-05-29,2587.15,3467.52,880.37,Category6,Proj3
2013-05-30,2634.47,3491.3,856.83,Category3,Proj4
2013-05-31,2915.14,3455.91,540.77,Category5,Proj5
2013-06-03,2539.6,3465.37,925.77,Category4,Proj2
2013-06-04,2517.3,3445.26,927.96,Category2,Proj7
2013-06-05,2603.38,3401.48,798.1,Category3,Proj7
2013-06-06,2470.24,3424.05,953.81,Category4,Proj4
2013-06-07,2672.72,3469.22,796.5,Category4,Proj10
2013-06-10,2776.39,3473.77,697.38,Category6,Proj9
2013-06-11,2689.04,3436.95,747.91,Category2,Proj2
2013-06-12,2666.23,3400.43,734.2,Category2,Proj5
2013-06-13,2631.3,3445.36,814.06,Category1,Proj10
2013-06-14,2462.94,3423.56,960.62,Category5,Proj7
2013-06-17,2584.75,3452.13,867.38,Category4,Proj2
2013-06-18,2547.05,3482.18,935.13,Category1,Proj8
2013-06-19,2693.67,3443.2,749.53,Category5,Proj4
2013-06-20,2480.87,3364.64,883.77,Category3,Proj6
2013-06-21,2691.42,3357.25,665.83,Category4,Proj1
2013-06-24,2570.97,3320.76,749.79,Category3,Proj2
2013-06-25,2384.04,3347.89,963.85,Category6,Proj8
2013-06-26,2631.5,3376.22,744.72,Category5,Proj5
2013-06-27,2489.51,3401.86,912.35,Category1,Proj7
2013-06-28,2429.23,3403.25,974.02,Category1,Proj7
2013-07-01,2637.62,3434.49,796.87,Category3,Proj9
2013-07-02,2554.84,3433.4,878.56,Category1,Proj4
2013-07-03,2504.21,3443.67,939.46,Category3,Proj1
2013-07-05,2578.58,3479.38,900.8,Category6,Proj8
2013-07-08,2773.75,3484.83,711.08,Category4,Proj4
2013-07-09,2682.63,3504.26,821.63,Category2,Proj10
2013-07-10,2653.28,3520.76,867.48,Category3,Proj1
2013-07-11,2692.83,3578.3,885.47,Category4,Proj3
2013-07-12,2533.01,3600.08,1067.07,Category3,Proj7
2013-07-15,2673.0,3607.49,934.49,Category6,Proj6
2013-07-16,2651.69,3598.5,946.81,Category6,Proj10
2013-07-17,2531.79,3610.0,1078.21,Category4,Proj5
2013-07-18,2592.09,3611.28,1019.19,Category4,Proj6
2013-07-19,2628.84,3587.61,958.77,Category2,Proj6
2013-07-22,2608.47,3600.39,991.92,Category1,Proj8
2013-07-23,2648.79,3579.27,930.48,Category3,Proj1
2013-07-24,2682.04,3579.6,897.56,Category3,Proj7
2013-07-25,2706.24,3605.19,898.95,Category1,Proj10
2013-07-26,2568.74,3613.16,1044.42,Category1,Proj7
2013-07-29,2800.09,3599.14,799.05,Category3,Proj7
2013-07-30,2556.07,3616.47,1060.4,Category3,Proj7
